Intent,SubIntent1,SubIntent2,Văn bản dưới luật hướng dẫn thực hiện
NHỮNG QUY ĐỊNH CHUNG,,,
,,Điều 1. Phạm vi điều chỉnh,
,,Điều 2. Đối tượng áp dụng,
,,Điều 3. Giải thích từ ngữ,
,,Điều 4. Quyền có chỗ ở và quyền sở hữu nhà ở,
,,Điều 5. Bảo hộ quyền sở hữu nhà ở,
,,Điều 6. Các hành vi bị nghiêm cấm,
SỞ HỮU NHÀ Ở,,,
,,Điều 7. Đối tượng được sở hữu nhà ở tại Việt Nam,
,,Điều 8. Điều kiện được công nhận quyền sở hữu nhà ở,
,,Điều 9. Công nhận quyền sở hữu nhà ở,
,,Điều 10. Quyền của chủ sở hữu nhà ở và người sử dụng nhà ở,
,,Điều 11. Nghĩa vụ của chủ sở hữu nhà ở và người sử dụng nhà ở,
,,Điều 12. Thời điểm chuyển quyền sở hữu nhà ở,
PHÁT TRIỂN NHÀ Ở,,,
,QUY ĐỊNH CHUNG VỀ PHÁT TRIỂN NHÀ Ở,,
,,Điều 13. Chính sách phát triển nhà ở,
,,Điều 14. Yêu cầu đối với phát triển nhà ở,
,,"Điều 15. Chương trình, kế hoạch phát triển nhà ở của địa phương",
,,Điều 16. Xác định quỹ đất cho phát triển nhà ở,
,,Điều 17. Hình thức phát triển nhà ở và dự án đầu tư xây dựng nhà ở,
,,Điều 18. Các trường hợp phát triển nhà ở và trường hợp xây dựng nhà ở theo dự án,
,,Điều 19. Yêu cầu đối với dự án đầu tư xây dựng nhà ở,
,,Điều 20. Nguyên tắc kiến trúc nhà ở,
,PHÁT TRIỂN NHÀ Ở THƯƠNG MẠI THEO DỰ ÁN,,
,,Điều 21. Điều kiện làm chủ đầu tư dự án xây dựng nhà ở thương mại,
,,Điều 22. Dự án đầu tư xây dựng nhà ở thương mại và lựa chọn chủ đầu tư dự án,
,,Điều 23. Hình thức sử dụng đất để thực hiện dự án đầu tư xây dựng nhà ở thương mại,
,,Điều 24. Loại nhà và tiêu chuẩn diện tích nhà ở thương mại,
,,Điều 25. Quyền của chủ đầu tư dự án xây dựng nhà ở thương mại,
,,Điều 26. Trách nhiệm của chủ đầu tư dự án xây dựng nhà ở thương mại,
,PHÁT TRIỂN NHÀ Ở CÔNG VỤ,,
,,Điều 27. Nhà ở công vụ và kế hoạch phát triển nhà ở công vụ,
,,Điều 28. Dự án đầu tư xây dựng nhà ở công vụ và lựa chọn chủ đầu tư dự án,
,,Điều 29. Đất để xây dựng nhà ở công vụ,
,,"Điều 30. Mua, thuê nhà ở thương mại để làm nhà ở công vụ",
,,Điều 31. Loại nhà và tiêu chuẩn diện tích nhà ở công vụ,
,,Điều 32. Đối tượng và điều kiện được thuê nhà ở công vụ,
,,Điều 33. Nguyên tắc xác định giá thuê nhà ở công vụ,
,,Điều 34. Quyền và nghĩa vụ của người thuê nhà công vụ,
,PHÁT TRIỂN NHÀ Ở ĐỂ PHỤC VỤ TÁI ĐỊNH CƯ,,
,,Điều 35. Nguyên tắc phát triển nhà ở để phục vụ tái định cư,
,,Điều 36. Các hình thức bố trí nhà ở để phục vụ tái định cư,
,,Điều 37. Đất xây dựng nhà ở để phục vụ tái định cư,
,,Điều 38. Dự án đầu tư xây dựng nhà ở để phục vụ tái định cư và việc lựa chọn chủ đầu tư dự án,
,,Điều 39. Loại nhà và tiêu chuẩn diện tích nhà ở để phục vụ tái định cư,
,,Điều 40. Quản lý chất lượng nhà ở để phục vụ tái định cư,
,,Điều 41. Mua nhà ở thương mại và sử dụng nhà ở xã hội để phục vụ tái định cư,
,"PHÁT TRIỂN NHÀ Ở CỦA HỘ GIA ĐÌNH, CÁ NHÂN",,
,,"Điều 42. Yêu cầu đối với phát triển nhà ở của hộ gia đình, cá nhân tại khu vực nông thôn",
,,"Điều 43. Yêu cầu đối với phát triển nhà ở của hộ gia đình, cá nhân tại khu vực đô thị",
,,"Điều 44. Đất để phát triển nhà ở của hộ gia đình, cá nhân",
,,"Điều 45. Phương thức phát triển nhà ở của hộ gia đình, cá nhân",
,,"Điều 46. Tiêu chuẩn và chất lượng nhà ở của hộ gia đình, cá nhân",
,,"Điều 47. Trách nhiệm của hộ gia đình, cá nhân trong việc phát triển nhà ở",
,,"Điều 48. Hộ gia đình, cá nhân hợp tác giúp nhau xây dựng nhà ở, cải tạo chỉnh trang đô thị",
CHÍNH SÁCH VỀ NHÀ Ở XÃ HỘI,,,
,NHỮNG QUY ĐỊNH CHUNG,,
,,Điều 49. Đối tượng được hưởng chính sách hỗ trợ về nhà ở xã hội,
,,Điều 50. Hình thức thực hiện chính sách hỗ trợ về nhà ở xã hội,
,,Điều 51. Điều kiện được hưởng chính sách hỗ trợ về nhà ở xã hội,
,,Điều 52. Nguyên tắc thực hiện chính sách hỗ trợ về nhà ở xã hội,
,"CHÍNH SÁCH PHÁT TRIỂN VÀ QUẢN LÝ NHÀ Ở XÃ HỘI ĐỂ CHO THUÊ, CHO THUÊ MUA, ĐỂ BÁN",,
,,Điều 53. Các hình thức phát triển nhà ở xã hội,
,,Điều 54. Yêu cầu đối với dự án đầu tư xây dựng nhà ở xã hội,
,,Điều 55. Loại nhà và tiêu chuẩn diện tích nhà ở xã hội,
,,Điều 56. Đất để xây dựng nhà ở xã hội,
,,Điều 57. Chủ đầu tư dự án xây dựng nhà ở xã hội,
,,Điều 58. Ưu đãi chủ đầu tư dự án xây dựng nhà ở xã hội,
,,Điều 59. Ưu đãi đối với tổ chức tự lo chỗ ở cho người lao động,
,,"Điều 60. Xác định giá thuê, giá thuê mua nhà ở xã hội do Nhà nước đầu tư",
,,"Điều 61. Xác định giá thuê, giá thuê mua, giá bán nhà ở xã hội không phải do Nhà nước đầu tư xây dựng",
,,"Điều 62. Nguyên tắc cho thuê, cho thuê mua, bán nhà ở xã hội",
,,"Điều 63. Bán, cho thuê, cho thuê mua nhà ở xã hội",
,,"Điều 64. Quản lý, sử dụng nhà ở xã hội",
"CHÍNH SÁCH NHÀ Ở XÃ HỘI CHO HỘ GIA ĐÌNH, CÁ NHÂN TỰ XÂY DỰNG HOẶC CẢI TẠO, SỬA CHỮA ĐỂ Ở",,,
,,"Điều 65. Chính sách hỗ trợ về nhà ở cho hộ gia đình, cá nhân tự xây dựng hoặc cải tạo, sửa chữa để ở",
,,"Điều 66. Hình thức thực hiện chính sách hỗ trợ về nhà ở cho hộ gia đình, cá nhân tự xây dựng hoặc cải tạo, sửa chữa để ở",
TÀI CHÍNH CHO PHÁT TRIỂN NHÀ Ở,,,
,,Điều 67. Các nguồn vốn phục vụ cho phát triển nhà ở,
,,Điều 68. Nguyên tắc huy động vốn cho phát triển nhà ở,
,,Điều 69. Vốn phục vụ cho phát triển nhà ở thương mại,
,,Điều 70. Vốn để thực hiện chính sách nhà ở xã hội,
,,Điều 71. Vốn cho phát triển nhà ở công vụ,
,,Điều 72. Vốn cho phát triển nhà ở để phục vụ tái định cư,
,,"Điều 73. Vốn cho phát triển nhà ở của hộ gia đình, cá nhân",
,,Điều 74. Vay vốn ưu đãi thông qua Ngân hàng chính sách xã hội để phát triển nhà ở xã hội,
"QUẢN LÝ, SỬ DỤNG NHÀ Ở",,,
,"QUY ĐỊNH CHUNG VỀ QUẢN LÝ, SỬ DỤNG NHÀ Ở",,
,,"Điều 75. Nội dung quản lý, sử dụng nhà ở",
,,Điều 76. Lập hồ sơ về nhà ở,
,,Điều 77. Lưu trữ và quản lý hồ sơ nhà ở,
,,Điều 78. Bảo hiểm nhà ở,
,,"Điều 79. Quản lý, sử dụng nhà ở có giá trị nghệ thuật, văn hóa, lịch sử",
,"QUẢN LÝ, SỬ DỤNG NHÀ Ở THUỘC SỞ HỮU NHÀ NƯỚC",,
,,Điều 80. Các loại nhà ở thuộc sở hữu nhà nước,
,,"Điều 81. Quản lý, sử dụng nhà ở thuộc sở hữu nhà nước",
,,"Điều 82. Đối tượng, điều kiện được thuê, thuê mua, mua nhà ở thuộc sở hữu nhà nước",
,,"Điều 83. Cho thuê, cho thuê mua, bán nhà ở thuộc sở hữu nhà nước",
,,Điều 84. Thu hồi nhà ở thuộc sở hữu nhà nước,
,"BẢO HÀNH, BẢO TRÌ, CẢI TẠO NHÀ Ở",,
,,Điều 85. Bảo hành nhà ở,
,,Điều 86. Bảo trì nhà ở,
,,Điều 87. Cải tạo nhà ở,
,,"Điều 88. Quyền và nghĩa vụ của chủ sở hữu nhà ở trong việc bảo trì, cải tạo nhà ở",
,,"Điều 89. Bảo trì, cải tạo nhà ở đang cho thuê",
,,"Điều 90. Bảo trì, cải tạo nhà ở thuộc sở hữu nhà nước",
,,"Điều 91. Bảo trì, cải tạo nhà ở thuộc sở hữu chung",
,PHÁ DỠ NHÀ Ở,,
,,Điều 92. Các trường hợp nhà ở phải phá dỡ,
,,Điều 93. Trách nhiệm phá dỡ nhà ở,
,,Điều 94. Yêu cầu khi phá dỡ nhà ở,
,,Điều 95. Cưỡng chế phá dỡ nhà ở,
,,Điều 96. Chỗ ở của chủ sở hữu khi nhà ở bị phá dỡ,
,,Điều 97. Phá dỡ nhà ở đang cho thuê,
"QUẢN LÝ, SỬ DỤNG NHÀ CHUNG CƯ",,,
,"QUẢN LÝ, SỬ DỤNG, BẢO TRÌ NHÀ CHUNG CƯ",,
,,Điều 98. Phân hạng nhà chung cư,
,,Điều 99. Thời hạn sử dụng nhà chung cư,
,,Điều 100. Phần sở hữu riêng và phần sở hữu chung của nhà chung cư,
,,"Điều 101. Chỗ để xe và việc xác định diện tích sử dụng căn hộ, diện tích khác trong nhà chung cư",
,,Điều 102. Hội nghị nhà chung cư,
,,Điều 103. Ban quản trị nhà chung cư,
,,Điều 104. Quyền và trách nhiệm của Ban quản trị nhà chung cư,
,,Điều 105. Quản lý vận hành nhà chung cư,
,,Điều 106. Giá dịch vụ quản lý vận hành nhà chung cư,
,,Điều 107. Bảo trì nhà chung cư,
,,Điều 108. Kinh phí bảo trì phần sở hữu chung của nhà chung cư có nhiều chủ sở hữu,
,,"Điều 109. Quản lý, sử dụng kinh phí bảo trì phần sở hữu chung của nhà chung cư có nhiều chủ sở hữu",
,"PHÁ DỠ NHÀ CHUNG CƯ ĐỂ CẢI TẠO, XÂY DỰNG LẠI NHÀ CHUNG CƯ",,
,,"Điều 110. Các trường hợp phá dỡ nhà chung cư để cải tạo, xây dựng lại nhà chung cư",
,,"Điều 111. Lập kế hoạch cải tạo, xây dựng lại nhà chung cư",
,,"Điều 112. Yêu cầu đối với việc phá dỡ nhà chung cư để cải tạo, xây dựng lại nhà chung cư",
,,"Điều 113. Các hình thức cải tạo, xây dựng lại nhà chung cư",
,,"Điều 114. Chủ đầu tư dự án cải tạo, xây dựng lại nhà chung cư",
,,Điều 115. Phương án bố trí tái định cư khi phá dỡ nhà chung cư,
,,Điều 116. Bố trí nhà ở tái định cư,
GIAO DỊCH VỀ NHÀ Ở,,,
,QUY ĐỊNH CHUNG VỀ CÁC GIAO DỊCH VỀ NHÀ Ở,,
,,Điều 117. Các hình thức giao dịch về nhà ở,
,,Điều 118. Điều kiện của nhà ở tham gia giao dịch,
,,Điều 119. Điều kiện của các bên tham gia giao dịch về nhà ở,
,,"Điều 120. Trình tự, thủ tục thực hiện giao dịch về nhà ở",
,,Điều 121. Hợp đồng về nhà ở,
,,"Điều 122. Công chứng, chứng thực hợp đồng và thời điểm có hiệu lực của hợp đồng về nhà ở",
,"MUA BÁN NHÀ Ở, CHUYỂN NHƯỢNG HỢP ĐỒNG MUA BÁN NHÀ Ở",,
,,"Điều 123. Giao dịch mua bán nhà ở, chuyển nhượng hợp đồng mua bán nhà ở thương mại",
,,"Điều 124. Giá mua bán nhà ở, giá chuyển nhượng hợp đồng mua bán nhà ở thương mại",
,,"Điều 125. Mua bán nhà ở trả chậm, trả dần",
,,Điều 126. Mua bán nhà ở thuộc sở hữu chung,
,,Điều 127. Mua bán nhà ở đang cho thuê,
,,Điều 128. Mua trước nhà ở,
,CHO THUÊ NHÀ Ở,,
,,Điều 129. Thời hạn thuê và giá thuê nhà ở,
,,Điều 130. Cho thuê nhà ở thuộc sở hữu chung,
,,Điều 131. Các trường hợp chấm dứt hợp đồng thuê nhà ở,
,,Điều 132. Đơn phương chấm dứt thực hiện hợp đồng thuê nhà ở,
,,Điều 133. Quyền tiếp tục thuê nhà ở,
,THUÊ MUA NHÀ Ở XÃ HỘI,,
,,Điều 134. Thủ tục thuê mua nhà ở xã hội,
,,Điều 135. Quyền và nghĩa vụ của bên thuê mua nhà ở xã hội,
,,Điều 136. Các trường hợp chấm dứt hợp đồng thuê mua và thu hồi nhà ở xã hội cho thuê mua,
,TẶNG CHO NHÀ Ở,,
,,Điều 137. Tặng cho nhà ở thuộc sở hữu chung,
,,Điều 138. Tặng cho nhà ở đang cho thuê,
,ĐỔI NHÀ Ở,,
,,Điều 139. Đổi nhà ở thuộc sở hữu chung,
,,Điều 140. Đổi nhà ở đang cho thuê,
,THỪA KẾ NHÀ Ở,,
,,Điều 142. Thừa kế nhà ở thuộc sở hữu chung hợp nhất,
,,Điều 143. Thừa kế nhà ở thuộc sở hữu chung theo phần,
,THẾ CHẤP NHÀ Ở,,
,,Điều 144. Bên thế chấp và bên nhận thế chấp nhà ở,
,,Điều 145. Thế chấp nhà ở thuộc sở hữu chung,
,,Điều 146. Thế chấp nhà ở đang cho thuê,
,,Điều 147. Thế chấp dự án đầu tư xây dựng nhà ở và thế chấp nhà ở hình thành trong tương lai,
,,Điều 148. Điều kiện thế chấp dự án đầu tư xây dựng nhà ở và thế chấp nhà ở hình thành trong tương lai,
,,"Điều 149. Xử lý tài sản nhà ở, dự án đầu tư xây dựng nhà ở thế chấp",
,GÓP VỐN BẰNG NHÀ Ở,,
,,"Điều 150. Điều kiện, thủ tục góp vốn bằng nhà ở",
,,Điều 151. Góp vốn bằng nhà ở thuộc sở hữu chung,
,,Điều 152. Góp vốn bằng nhà ở đang cho thuê,
,"CHO MƯỢN, CHO Ở NHỜ NHÀ Ở",,
,,"Điều 153. Cho mượn, cho ở nhờ nhà ở thuộc sở hữu chung",
,,"Điều 154. Các trường hợp chấm dứt hợp đồng cho mượn, cho ở nhờ nhà ở",
,ỦY QUYỀN QUẢN LÝ NHÀ Ở,,
,,"Điều 155. Nội dung, phạm vi uỷ quyền quản lý nhà ở",
,,Điều 156. Uỷ quyền quản lý nhà ở thuộc sở hữu chung,
,,Điều 157. Các trường hợp chấm dứt hợp đồng uỷ quyền quản lý nhà ở,
,,Điều 158. Đơn phương chấm dứt thực hiện hợp đồng uỷ quyền quản lý nhà ở,
"QUYỀN SỞ HỮU NHÀ Ở TẠI VIỆT NAM CỦA TỔ CHỨC, CÁ NHÂN NƯỚC NGOÀI",,,
,,"Điều 159. Đối tượng được sở hữu nhà ở và hình thức sở hữu nhà ở tại Việt Nam của tổ chức, cá nhân nước ngoài",Điều 74 Nghị định 99/2015/NĐ-CP
,,"Điều 160. Điều kiện tổ chức, cá nhân nước ngoài được sở hữu nhà ở tại Việt Nam",
,,"Điều 161. Quyền của chủ sở hữu nhà ở là tổ chức, cá nhân nước ngoài",
,,"Điều 162. Nghĩa vụ của chủ sở hữu nhà ở là tổ chức, cá nhân nước ngoài",
HỆ THỐNG THÔNG TIN VÀ CƠ SỞ DỮ LIỆU VỀ NHÀ Ở,,,
,,Điều 163. Hệ thống thông tin về nhà ở,
,,Điều 164. Cơ sở dữ liệu về nhà ở,
,,"Điều 165. Thẩm quyền, trách nhiệm xây dựng hệ thống thông tin và cơ sở dữ liệu nhà ở",
,,"Điều 166. Quản lý, khai thác thông tin và cơ sở dữ liệu nhà ở",
QUẢN LÝ NHÀ NƯỚC VỀ NHÀ Ở,,,
,,Điều 167. Nội dung quản lý nhà nước về nhà ở,
,,Điều 168. Xây dựng Chiến lược phát triển nhà ở quốc gia,
,,"Điều 169. Thông qua, phê duyệt chương trình, kế hoạch phát triển nhà ở",
,,Điều 170. Quyết định chủ trương đầu tư dự án xây dựng nhà ở,
,,Điều 171. Hồ sơ đề nghị chấp thuận chủ trương đầu tư dự án xây dựng nhà ở,
,,"Điều 172. Nghiên cứu, ứng dụng khoa học, công nghệ và hợp tác quốc tế trong lĩnh vực nhà ở",
,,"Điều 173. Đào tạo, bồi dưỡng kiến thức, chuyên môn, nghiệp vụ về phát triển, quản lý nhà ở",
,,Điều 174. Cơ quan quản lý nhà nước về nhà ở,
,,Điều 175. Trách nhiệm của Bộ Xây dựng,
,,Điều 176. Thanh tra nhà ở,
"GIẢI QUYẾT TRANH CHẤP, KHIẾU NẠI, TỐ CÁO VÀ XỬ LÝ VI PHẠM PHÁP LUẬT VỀ NHÀ Ở",,,
,"GIẢI QUYẾT TRANH CHẤP, KHIẾU NẠI, TỐ CÁO VỀ NHÀ Ở",,
,,Điều 177. Giải quyết tranh chấp về nhà ở,
,,"Điều 178. Khiếu nại, tố cáo và giải quyết khiếu nại, tố cáo về nhà ở",
,XỬ LÝ VI PHẠM PHÁP LUẬT VỀ NHÀ Ở,,
,,Điều 179. Xử lý đối với người vi phạm pháp luật về nhà ở,
,,"Điều 180. Xử lý vi phạm pháp luật về nhà ở khi gây thiệt hại cho Nhà nước, tổ chức, hộ gia đình, cá nhân",